frameNumber,x,y,z,velocity,snr,noise
1,-0.6717420220375061,0.6985414028167725,0.12444500625133514,0.0,183,591
1,-0.33587101101875305,0.9167848825454712,0.03715048357844353,0.0,183,591
1,-0.3664047420024872,3.8870842456817627,0.17682906985282898,0.0,129,515
1,-0.5038065314292908,5.344613552093506,0.24592363834381104,0.0,126,468
1,0.0,6.8346710205078125,-0.25843316316604614,0.0,143,438
2,-0.6717420220375061,0.7036038637161255,0.09158755838871002,0.0,183,591
2,-0.33587101101875305,0.903110146522522,0.16207030415534973,0.0,183,591
2,-0.3664047420024872,3.8836793899536133,0.2402632236480713,0.0,127,519
2,-0.16793550550937653,5.365945339202881,0.240037202835083,0.0,119,476
2,0.0,6.82102632522583,-0.5031070113182068,0.0,135,445
2,-0.42747220396995544,6.821638584136963,-0.24905875325202942,0.0,135,445
3,-0.6717420220375061,0.7015126943588257,0.10642672330141068,0.0,186,591
3,-0.33587101101875305,0.9136074781417847,0.08482954651117325,0.0,186,591
3,-0.24426983296871185,3.8963449001312256,0.1837724894285202,0.0,129,517
3,-0.33587101101875305,5.3523125648498535,0.34515324234962463,0.0,129,465
3,0.0,6.837912082672119,-0.14990732073783875,0.0,145,434
4,-0.6717420220375061,0.707474946975708,0.05409212037920952,0.0,188,590
4,-0.33587101101875305,0.8859436511993408,0.23870164155960083,0.0,188,590
4,-0.3664047420024872,3.886636734008789,0.1864020973443985,0.0,126,519
4,-0.33587101101875305,5.346995830535889,0.4195393919944763,0.0,120,471
4,0.0,6.837286472320557,-0.17613615095615387,0.0,145,434
4,0.0,8.244030952453613,1.0059138536453247,0.0,113,429
5,-0.6717420220375061,0.7067193388938904,0.0632014349102974,0.0,186,590
5,-0.33587101101875305,0.8762499094009399,0.2721410095691681,0.0,186,590
5,-0.3664047420024872,3.884897470474243,0.21968694031238556,0.0,127,519
5,-0.33587101101875305,5.355652332305908,0.28873613476753235,0.0,116,474
5,-0.21373610198497772,6.822836399078369,-0.42747220396995544,0.0,140,440
6,-0.6717420220375061,0.7057183384895325,0.07354144006967545,0.0,184,590
6,-0.33587101101875305,0.8747078776359558,0.277057409286499,0.0,184,590
6,-0.3664047420024872,3.8852765560150146,0.21288076043128967,0.0,130,516
6,-0.33587101101875305,5.343578815460205,0.4610285758972168,0.0,121,471
6,0.0,6.827927589416504,-0.39865022897720337,0.0,138,441
7,-0.6717420220375061,0.6970577239990234,0.13250358402729034,0.0,186,590
7,-0.33587101101875305,0.9174711108207703,-0.01102028600871563,0.0,186,590
7,-0.3664047420024872,3.8814728260040283,0.2736053466796875,0.0,129,518
7,-0.33587101101875305,5.35431432723999,0.3125661611557007,0.0,116,474
7,-0.21373610198497772,6.8303728103637695,-0.2825467884540558,0.0,145,434
7,0.0,8.158406257629395,1.5544549226760864,0.0,122,420
8,-0.6717420220375061,0.6957504153251648,0.13920508325099945,0.0,183,592
8,-0.33587101101875305,0.916888415813446,-0.034500885754823685,0.0,183,592
8,-0.3664047420024872,3.881809949874878,0.26878008246421814,0.0,125,521
8,-0.5038065314292908,5.318345546722412,0.5835839509963989,0.0,115,476
8,0.0,6.837706089019775,-0.1590164750814438,0.0,142,440
8,0.0,8.189545631408691,1.381035566329956,0.0,113,428
9,-0.6717420220375061,0.7066113352775574,0.06439811736345291,0.0,187,592
9,-0.33587101101875305,0.9097608327865601,0.11920507997274399,0.0,187,592
9,-0.24426983296871185,3.8958547115325928,0.19388653337955475,0.0,129,517
9,-0.33587101101875305,5.336134433746338,0.5404177904129028,0.0,123,465
9,0.0,6.83945894241333,-0.036281608045101166,0.0,148,436
10,-0.6717420220375061,0.704697847366333,0.08275057375431061,0.0,187,592
10,-0.33587101101875305,0.9174482822418213,0.012777943164110184,0.0,187,592
10,-0.3664047420024872,3.8894095420837402,0.1148250550031662,0.0,129,518
10,-0.16793550550937653,5.323923110961914,0.7119216918945312,0.0,122,468
10,0.0,6.8313212394714355,-0.3355084955692291,0.0,150,432
10,0.0,8.272522926330566,0.7357182502746582,0.0,113,430
11,-0.6717420220375061,0.7080252170562744,0.04633580520749092,0.0,190,591
11,-0.33587101101875305,0.9154844284057617,0.0613429993391037,0.0,190,591
11,-0.24426983296871185,3.8981478214263916,0.1404315084218979,0.0,126,521
11,-0.33587101101875305,5.332826614379883,0.5721350312232971,0.0,121,473
11,0.0,6.832574844360352,-0.30892378091812134,0.0,137,446
12,-0.6717420220375061,0.7074286937713623,0.054692793637514114,0.0,190,591
12,-0.3664047420024872,0.9057419896125793,-0.007938421331346035,0.0,190,591
12,-0.24426983296871185,3.897575855255127,0.15549297630786896,0.0,127,520
12,-0.16793550550937653,5.349761486053467,0.480664998292923,0.0,118,475
12,0.0,6.834194660186768,-0.2707330286502838,0.0,143,438
13,-0.6717420220375061,0.7073355317115784,0.05588551610708237,0.0,189,591
13,-0.33587101101875305,0.9160474538803101,0.05226528272032738,0.0,189,591
13,-0.3664047420024872,3.8846566677093506,0.22390763461589813,0.0,126,521
13,-0.33587101101875305,5.347599029541016,0.4117817282676697,0.0,119,474
13,0.0,6.815982818603516,-0.5673570036888123,0.0,136,445
14,-0.6717420220375061,0.7087992429733276,0.032408423721790314,0.0,191,589
14,-0.33587101101875305,0.9130666255950928,0.09046521782875061,0.0,191,589
14,-0.3664047420024872,3.8895466327667236,0.11008591949939728,0.0,129,516
14,-0.33587101101875305,5.340399265289307,0.49650391936302185,0.0,115,474
14,0.0,6.832574844360352,-0.30892378091812134,0.0,133,445
15,-0.6717420220375061,0.708787739276886,0.03265884891152382,0.0,193,591
15,-0.33587101101875305,0.9175334572792053,-0.0026546751614660025,0.0,193,591
15,-0.24426983296871185,3.8995938301086426,0.09189091622829437,0.0,125,520
15,-0.16793550550937653,5.359452724456787,0.35672757029533386,0.0,121,470
15,-0.21373610198497772,6.828105449676514,-0.3328753411769867,0.0,143,438
16,-0.6717420220375061,0.7081717252731323,0.04404027760028839,0.0,194,591
16,-0.33587101101875305,0.912520170211792,-0.095820851624012,0.0,194,591
16,-0.24426983296871185,3.8999335765838623,0.07612720131874084,0.0,125,519
16,-0.33587101101875305,5.331956386566162,0.5801914930343628,0.0,117,476
16,0.0,6.832574844360352,-0.30892378091812134,0.0,143,437
17,-0.6717420220375061,0.7091777324676514,0.022663500159978867,0.0,198,590
17,-0.33587101101875305,0.9145625829696655,-0.07382373511791229,0.0,198,590
17,-0.3664047420024872,3.8892242908477783,0.12094125151634216,0.0,130,516
17,-0.33587101101875305,5.318070888519287,0.696061372756958,0.0,123,467
17,0.0,6.80231237411499,-0.7127823829650879,0.0,143,437
18,-0.6717420220375061,0.7094021439552307,0.013973038643598557,0.0,196,591
18,-0.33587101101875305,0.9170215725898743,-0.030759144574403763,0.0,196,591
18,-0.3664047420024872,3.887418270111084,0.16932232677936554,0.0,128,518
18,-0.33587101101875305,5.348813533782959,0.3956974744796753,0.0,121,470
18,0.0,6.828798770904541,-0.3834352493286133,0.0,140,441
19,-0.6717420220375061,0.709208071231842,0.021692896261811256,0.0,198,589
19,-0.33587101101875305,0.91488116979599,-0.06976474076509476,0.0,198,589
19,-0.3664047420024872,3.8886399269104004,0.13845878839492798,0.0,127,520
19,-0.33587101101875305,5.329542636871338,0.6019612550735474,0.0,112,476
19,0.21373610198497772,6.83388614654541,-0.17841345071792603,0.0,141,441
19,-0.21373610198497772,6.833430290222168,-0.1950981765985489,0.0,141,441
20,-0.641208291053772,0.7370814681053162,0.01571238972246647,0.0,199,590
20,-0.33587101101875305,0.9065083861351013,-0.14183519780635834,0.0,199,590
20,-0.3664047420024872,3.889557361602783,0.1097051203250885,0.0,123,523
20,-0.33587101101875305,5.329015731811523,0.6066086888313293,0.0,113,476
20,-0.21373610198497772,6.825424671173096,-0.3839360475540161,0.0,142,437
20,0.0,8.277521133422852,0.6771666407585144,0.0,112,434
